Date	Dealer Code	Type	VIN	Stock Number	Year	Make	Model	OEM Model Code	Trim Description	Trim Code	Vehicle Description	Bodystyle	MSRP	Internet Price	Invoice	Option Code	Option Description	Dealer Accessories	Exterior Colour Description	Exterior Colour Manufacturer Code	Interior Colour Description	Interior Colour Manufacturer Code	Engine Description	Engine Displacement	Engine Cylinders	Engine Power	Engine Induction	Transmission Description	Transmission Type	Transmission Speeds	Drive Type	Fuel Type	Mileage	Doors	City L/100 km	Hwy L/100 KM	Lot Date	Last Updated Date	VDP URL	Photo Urls	Video URL	Vehicle Comments	Odometer	Option Description_French	Dealer Accessories_French	Exterior Color Description_French	VDP URL_French	Vehicle Comments_French	Payload Capacity	Wheel base	Seats
06/29/2021	J4497	NEW	SALGS2RU3MA419656	LR2119656	2021	Land Rover	Range Rover	HC405/357EV	Westminster		2021 Land Rover Range Rover Westminster	SUV	--	--			22inch Full Size Spare Wheel|Terrain Response 2|20-Way Climate Front Seats and Climate Rear Seats|Grand Black Veener|Heated Windscreen|Illuminated Metal Treadplates w/ Range Rover Script|HD Radio|Towing Pack|All-Terrain Progress Control|Black Exterior Pack|Wood/Leather Steering Wheel|Metallic Paint|DRIVER ASSIST PACK|Black Brake Calipers|PROTECTION PACKAGE|Morzine Headlining - Ebony|22inch Style 5004 - Gloss Black		Santorini Black Met	1AG	Ebony/Ebony/Ebony/Ebony		3.0 Litre I-6 Turbo Engine	3.0L	I6		Turbo	8 Spd Automatic	AT	8	4WD	Flex	50	4	13.3	10.2		01/25/2021	https://www.jaguarrichmond.com/en/en/inventory/search?query=LR2119656	http://photos.strathcom.com/image/export/640x480/600f21fbd6469b12a12907f3.jpg|http://photos.strathcom.com/image/export/640x480/600f21fbecd53611e6f2573e.jpg|http://photos.strathcom.com/image/export/640x480/600f21fb3670ee697988990a.jpg|http://photos.strathcom.com/image/export/640x480/600f21fb1f8bfb14f992e831.jpg|http://photos.strathcom.com/image/export/640x480/600f21fb1f8bfb78ab95bd77.jpg|http://photos.strathcom.com/image/export/640x480/600f21fb197dc15121f52fb2.jpg|http://photos.strathcom.com/image/export/640x480/600f21fb07f4985bd6492089.jpg|http://photos.strathcom.com/image/export/640x480/600f21fbedf76c58e6f7a0b3.jpg|http://photos.strathcom.com/image/export/640x480/600f21fb459d58000bc02c10.jpg|http://photos.strathcom.com/image/export/640x480/600f21fbecd53611e954f043.jpg|http://photos.strathcom.com/image/export/640x480/600f21fb197dc10913e85eca.jpg|http://photos.strathcom.com/image/export/640x480/600f21fb3670ee0c9b60c790.jpg|http://photos.strathcom.com/image/export/640x480/600f21fb07f49822eb0f22f0.jpg|http://photos.strathcom.com/image/export/640x480/600f21fb50955403d7e7dc4f.jpg|http://photos.strathcom.com/image/export/640x480/600f21fbd82f8d000b37bf9f.jpg|http://photos.strathcom.com/image/export/640x480/600f21fb197dc12d2ebd5f69.jpg|http://photos.strathcom.com/image/export/640x480/600f21fb07f4985113573c25.jpg|http://photos.strathcom.com/image/export/640x480/600f21fbe51a1f54d90a46ad.jpg|http://photos.strathcom.com/image/export/640x480/600f21fbd82f8d000a20e650.jpg|http://photos.strathcom.com/image/export/640x480/600f21fb94721b2f5ade3dc9.jpg|http://photos.strathcom.com/image/export/640x480/600f21fbecd5360cfcae8a03.jpg|http://photos.strathcom.com/image/export/640x480/600f21fcecd5365ab99020a2.jpg|http://photos.strathcom.com/image/export/640x480/600f21fbd82f8d000d634151.jpg|http://photos.strathcom.com/image/export/640x480/600f21fb3670ee697bd0074b.jpg|http://photos.strathcom.com/image/export/640x480/600f21fc50955457a2b8582f.jpg|http://photos.strathcom.com/image/export/640x480/600f21fb19436f4fcdd04de0.jpg			50				https://www.jaguarrichmond.com/en/fr/inventory/search?query=LR2119656				
06/29/2021	J4497	NEW	SALGS2RUXMA420965	LR2120965	2021	Land Rover	Range Rover	HC405/357EV	Westminster		2021 Land Rover Range Rover Westminster	SUV	--	--			Wood/Leather Steering Wheel|Morzine Headlining - Ebony|Black Exterior Pack|PROTECTION PACKAGE|Grand Black Veener|360 Degree Surround Camera|20-Way Climate Front Seats and Climate Rear Seats|Black Contrast Roof|21inch Style 9011 - Gloss Black|Heated Windscreen		Fuji White	1AA	Ebony/Ebony/Ebony/Ebony		3.0 Litre I-6 Turbo Engine	3.0L	I6		Turbo	8 Spd Automatic	AT	8	4WD	Flex	50	4	13.3	10.2		01/18/2021	https://www.jaguarrichmond.com/en/en/inventory/search?query=LR2120965	http://photos.strathcom.com/image/export/640x480/60052f9cd6469b420e68dd07.jpg|http://photos.strathcom.com/image/export/640x480/60052f9c19436f59d1cdd19c.jpg|http://photos.strathcom.com/image/export/640x480/60052f9d19436f33a7db234b.jpg|http://photos.strathcom.com/image/export/640x480/60052f9cedf76c1725efeb45.jpg|http://photos.strathcom.com/image/export/640x480/60052f9cedf76c78c5ca7b51.jpg|http://photos.strathcom.com/image/export/640x480/60052f9cd5b91b4b83ac677c.jpg|http://photos.strathcom.com/image/export/640x480/60052f9dedf76c4b47304dd5.jpg|http://photos.strathcom.com/image/export/640x480/60052f9c3670ee06dd3cb522.jpg|http://photos.strathcom.com/image/export/640x480/60052f9ce51a1f68f6937af2.jpg|http://photos.strathcom.com/image/export/640x480/60052f9c3670ee54e2b754b1.jpg|http://photos.strathcom.com/image/export/640x480/60052f9ce51a1f23cbcbaf6c.jpg|http://photos.strathcom.com/image/export/640x480/60052f9c69e8f41485f6a18f.jpg|http://photos.strathcom.com/image/export/640x480/60052f9c07f49863dc2e117f.jpg|http://photos.strathcom.com/image/export/640x480/60052f9d5095542eb3c42e71.jpg|http://photos.strathcom.com/image/export/640x480/60052f9cecd5363d244f685a.jpg|http://photos.strathcom.com/image/export/640x480/60052f9cd6469b01f58db6fe.jpg|http://photos.strathcom.com/image/export/640x480/60052f9c85f9b05b474ef134.jpg|http://photos.strathcom.com/image/export/640x480/60052f9c94721b16788e1e14.jpg|http://photos.strathcom.com/image/export/640x480/60052f9cd6469b1d6185d1f0.jpg|http://photos.strathcom.com/image/export/640x480/60052f9d19436f6d50b70c4d.jpg|http://photos.strathcom.com/image/export/640x480/60052f9c711b960deea66711.jpg|http://photos.strathcom.com/image/export/640x480/60052f9c509554309a152f32.jpg|http://photos.strathcom.com/image/export/640x480/60052f9c1f8bfb6ba17d6ba8.jpg|http://photos.strathcom.com/image/export/640x480/60052f9ce51a1f20423d7998.jpg|http://photos.strathcom.com/image/export/640x480/60052f9dedf76c78c85d61d2.jpg|http://photos.strathcom.com/image/export/640x480/60052f9d07f4981040999185.jpg|http://photos.strathcom.com/image/export/640x480/60125ec3d82f8d2b278187d2.jpg			50				https://www.jaguarrichmond.com/en/fr/inventory/search?query=LR2120965				
