Date	Dealer Code	Type	VIN	Stock Number	Year	Make	Model	OEM Model Code	Trim Description	Trim Code	Vehicle Description	Bodystyle	MSRP	Internet Price	Invoice	Option Code	Option Description	Dealer Accessories	Exterior Colour Description	Exterior Colour Manufacturer Code	Interior Colour Description	Interior Colour Manufacturer Code	Engine Description	Engine Displacement	Engine Cylinders	Engine Power	Engine Induction	Transmission Description	Transmission Type	Transmission Speeds	Drive Type	Fuel Type	Mileage	Doors	City L/100 km	Hwy L/100 KM	Lot Date	Last Updated Date	VDP URL	Photo Urls	Video URL	Vehicle Comments	Odometer	Option Description_French	Dealer Accessories_French	Exterior Color Description_French	VDP URL_French	Vehicle Comments_French	Payload Capacity	Wheel base	Seats
06/29/2021	J4705	USED	SAJAL4FN1JCP25226	P-163	2018	Jaguar	XE	TL3	R-Sport		2018 Jaguar XE R-Sport	Sedan	--	--			Heated Front Windscreen|Black Pack|Black Wheels		Fuji White	1AA	Ebony/Ebony/Ebony/Ebony		2.0 Litre I-4 Turbo Engine	2.0L	I4		Turbo	8 Spd Automatic	AT	8	AWD	Diesel	36905	4	7.8	5.8		06/27/2021	https://www.jaguarbrampton.com/en/en/inventory/search?query=P-163	http://photos.strathcom.com/image/export/640x480/60cc3ecd07a929000ad52cc9.jpg|http://photos.strathcom.com/image/export/640x480/60cc3ecd2d694f000d77837a.jpg|http://photos.strathcom.com/image/export/640x480/60cc3eceb3ed131e9f74a82d.jpg|http://photos.strathcom.com/image/export/640x480/60cc3ece2d694f000c31fb5f.jpg|http://photos.strathcom.com/image/export/640x480/60cc3ecd876b6d000cd9899a.jpg|http://photos.strathcom.com/image/export/640x480/60cc3ece7121aa00093b62bc.jpg|http://photos.strathcom.com/image/export/640x480/60cc3ecd876b6d0009959383.jpg|http://photos.strathcom.com/image/export/640x480/60cc3ecef26c43000b5f959f.jpg|http://photos.strathcom.com/image/export/640x480/60cc3ecd7121aa000bfddc61.jpg|http://photos.strathcom.com/image/export/640x480/60cc3ecec106c7000a3c3187.jpg|http://photos.strathcom.com/image/export/640x480/60cc3ecea5fb94000b2687b7.jpg|http://photos.strathcom.com/image/export/640x480/60cc3ecef26c430011a85ae7.jpg|http://photos.strathcom.com/image/export/640x480/60cc3ece14ade3000cf484da.jpg|http://photos.strathcom.com/image/export/640x480/60cc3ecec106c7000b80d26d.jpg|http://photos.strathcom.com/image/export/640x480/60cc3ecec106c7000cf252e5.jpg|http://photos.strathcom.com/image/export/640x480/60cc3ecebff217000c15e02f.jpg|http://photos.strathcom.com/image/export/640x480/60cc3ece737816000c69051c.jpg|http://photos.strathcom.com/image/export/640x480/60cc3eceb3ed1362f9ffe63c.jpg|http://photos.strathcom.com/image/export/640x480/60cc3ecdbff217000a5d04e8.jpg|http://photos.strathcom.com/image/export/640x480/60cc3ecdb3ed136b60a641ae.jpg|http://photos.strathcom.com/image/export/640x480/60cc3ecda5fb946d4dfed5ad.jpg|http://photos.strathcom.com/image/export/640x480/60cc3ecef9ed2427054b2193.jpg|http://photos.strathcom.com/image/export/640x480/60cc3eceb8cfa700091d6523.jpg|http://photos.strathcom.com/image/export/640x480/60cc3ecd07a929000bacb8cb.jpg|http://photos.strathcom.com/image/export/640x480/60cc3ecea5fb94302c02a1c4.jpg|http://photos.strathcom.com/image/export/640x480/60cc3ecea5fb94000b2687b8.jpg|http://photos.strathcom.com/image/export/640x480/60cc3ecec106c7000a3c3188.jpg|http://photos.strathcom.com/image/export/640x480/60cc3ecef26c43000c3e87c8.jpg|http://photos.strathcom.com/image/export/640x480/60cc3ece737816000c69051d.jpg		2018 Jaguar XE 20d R-Sport 2.0L I4 Turbocharged 8-Speed Automatic AWD Awards: * Canadian Car of the Year AJAC's Best Small Premium Car In Canada For 2018 Call us today to schedule your VIP Test Drive!	36905				https://www.jaguarbrampton.com/en/fr/inventory/search?query=P-163				
06/29/2021	J4705	USED	SALWR2FK4HA181168	P-168	2017	Land Rover	Range Rover Sport	TWBV	Td6 HSE		2017 Land Rover Range Rover Sport Td6 HSE	SUV	--	--			Metallic Paint		Santorini Black	1AG	Almond/Espresso/Almond/Ivory		3.0 Litre V-6 Turbo Engine	3.0L	V6		Turbo	8 Spd Automatic	AT	8	4WD	Diesel	72399	4	10.7	8.3		06/28/2021	https://www.jaguarbrampton.com/en/en/inventory/search?query=P-168				72399				https://www.jaguarbrampton.com/en/fr/inventory/search?query=P-168				
